Year,Wine ID,User Rating,Note,CreatedAt,Winery,Wine,Rating,num_review
2020,2468359,4.0," Impressive red from Portugal. Tastes of Dark fruits , blackberry plum , licorice & cherry. Very nice and smooth, sipped by the fire pit on a cool night here in Boca . From the Advent Christmas wine (single glass case) collection ordered from Laithwaites. So far I’ve had 4 glasses from this case , all are rated 4 + . Far superior wines than the 1/2 bottle case from Costco that I bought last year . Had a few sips with my burger off the grill topped with onions and bacon. A solid 4 . ",2021-11-16T22:07:21.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.0,"Day 6 STWC advent… Dark, dark purple in colour with a nose of blackcurrant, vanilla and mocha and legs like cat walk model! Smooth jammy black fruit, raisins, heavy in chocolate, touches of vanilla again with a soft touch of pepper as it finishes (which is long). M body, M acidity, smooth tannins, high APV. Much better than Day 5 advent and very much appreciated! The Wolf and the Falcon, but very much a Wolf in Sheep’s clothing. ",2021-12-06T22:23:23.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.0,"Medium bodied, well balanced, soft tannins, fruit forward. Lovely dark fruit makes way for a chocolate raisin, vanilla finish. Smooth, velvety, plush. Easy to drink on it’s own, was good with some softer cheese as well ",2021-12-02T23:14:28.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.0,Interesting blend of 4 different varieties including the indigenous tourriga Nacional that produces a well balanced and powerful wine. Blackberry and damsons with light acidity and smooth tannins I will happily drink as a weekday wine and it won’t make too much of a hole in my pocket.  ,2021-12-03T19:12:25.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.0,"A magnificent, smooth aroma of black fruits and vanilla. Long, beautiful legs that cling nicely on the crystal. The palate senses a velvety taste of blackberry, cherry, cranberry, plum and chocolate. #Empingated",2022-06-02T00:43:26.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.0,Very dark purple and full bodied. Fruity and aromatic. Raisin and blackcurrant notes. Spicy and round. Great with any stew,2022-03-06T14:00:33.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.0,"Dark fruits, vanilla and chocolate flavours.  Quite soft on the palate with a dry and quite bold finish.",2022-05-01T23:08:10.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.0,"We finished the party with this one and it was okay-ish. The taste is good, but poor at nose after other great wines.",2022-10-23T21:16:03.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.0,I really enjoy this Portuguese blend. Lots of vanilla and a touch of mocha make a bold but not dry wine,2021-12-16T22:20:59.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.0,"Lovely wine. Practically a mince pie in a glass. Hints of red fruit, cherry , and a youth of vanilla ",2022-01-15T10:39:29.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.0,"Strawberry, vanilla, chocolate, blackberries, oak. Young wine, but very nice. Let it breathe for a while.",2021-10-01T19:14:03.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.0,Favourite from the 2021 calendar so far. ,2021-12-18T17:46:35.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.0,"Dark fruit, cherry, very balanced, good sipping and excellent with meat or red pasta",2021-12-19T00:25:41.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.0,"Tasted blackberry, dark fruits and quite bold. Enjoyed ",2021-12-17T12:25:09.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.0,Solid performer. I always return to. ,2022-07-02T07:55:05.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.5,"Big fan of wines with a vanilla twist, so loved aroma of this one.  Full-bodied taste of cherry, red berry, and bit of licorice.",2021-12-25T02:03:38.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.0,Taste of Vanilla blackberry chocolate ,2021-12-03T17:21:38.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.0,"A very distinctive vanilla finish. Overall deep red fruit, and moderate sweetness.",2021-07-17T20:27:32.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.0,"Vanilla, oak, leather, bit of dark fruit",2021-12-20T00:02:05.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.0,"Deep dark fruit flavors, chocolate, spice on the palate ",2021-10-09T07:10:26.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.0,"Medium bodied, tobacco, vanilla, plum. I need to go to Portugal.",2022-02-28T02:40:00.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.5,"Heady nose has hints of strawberry. Palate is light and fruity up front, but stronger cherry and chocolate notes on the back.",2022-03-10T00:33:37.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.0,"Delicious, with tastes of dark fruits; plumb, berries with a vanilla finish.",2022-01-26T22:29:51.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.0,vanilla oak mocha cherry storming wine which was a good match for Eugene ,2022-02-18T23:06:31.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.0,Rich and full bodied,2021-09-22T11:15:28.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.0, dark fruit cherry mocha raspberry,2021-09-16T18:40:49.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.0,"Sweet cherry, prunes, blackberry, oak leaves. Medium body, plenty of tannins, very enjoyable. ",2021-12-16T04:55:25.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,3.9,"Cherry, plum and chocolate in the nose. Well balanced with fruit acidity and sugars. Some dark fruit, tobacco and pepper added to the palate.",2022-06-10T21:14:13.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.0,"Cherry, oak leaf, prune and black cherry. Suuuuper good tannins; they’re there but they’re soft. ",2021-12-16T04:30:20.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.0, vanilla dark fruit chocolate oak cherry,2021-12-16T03:05:40.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.0,"Very deep, vanilla and chocolate are the strong flavours. ",2022-02-16T21:48:22.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.0,Deep red and spicy with a smooth finish,2021-07-11T16:51:45.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.0,Nice smooth wine,2021-06-23T16:39:58.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.0,"Wonderful value for money. Red fruit, blackberry, cherry, vanilla and rubber. A fun, easy drinker. ",2022-01-07T20:33:27.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.0,Solid wine. Are the WSJ wines suddenly improving? Loved this!,2022-01-13T00:44:27.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.0,Extra for price,2021-10-10T19:51:43.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.0,vanilla chocolate dark fruit vellutato ed equilibrato. Ottimo,2022-04-14T17:55:41.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.5,Full bodied deep dark red colour.  Copious amounts of dark berry fruits with a smooth vanilla essence finish.  Would like to try this again.,2021-06-24T17:20:00.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.0,Decent midweek drop,2021-12-23T14:49:53.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.0,Loved it. Great surprise for its price. ,2022-09-23T18:29:30.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.0,Deeelicious! Lush with vanilla notes. ,2022-04-22T03:53:34.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.0,"Very nice and fruity red, perfect with pizza pasta ",2021-09-23T16:59:31.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.0,Good with tikka Marsala,2021-09-18T16:32:47.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.0,Nice strong notes. Feel like a 4 rating is harsh ,2021-05-02T13:28:02.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.0,"Delicious wine! 

Laithwait ",2022-09-05T22:14:53.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.0,Once again a Friday night treat. ,2022-03-11T23:32:06.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.0,"Blackberry, plum, a hint of vanilla, maybe some coffee. Very nice wine. ",2021-12-16T00:20:32.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.0, Wet string cinnamon notes ,2021-12-16T00:48:20.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.3,Scent of a breeze drifting across a meadow full of ripe black berries taste of plum juciness,2022-03-26T02:27:40.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.0,A big bold red which went well with steak. ,2021-10-10T09:39:58.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.0,Intense black currant. Great with steak,2021-12-18T15:20:42.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.0,"Fruity, slight cherry tast",2022-01-01T22:34:17.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,3.9,"Decanted for about an hour. Long legs. Medium bodied. Mint, cherry, and earthy aromas. Plum, coffee, and oak on the palate. Light wine and tasted good on day 2.",2022-07-11T22:01:42.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.5,A whiff of licorice and even a hint of tar… oak and vanilla which grows when tasting together with blackberry and earthy notes. Mmmm very good with our tapas.,2021-08-06T17:24:34.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.0,Leather. Cherry. Dried fruit. A really good wine. ,2021-06-27T15:30:33.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.0,"Delicious! A hint of paprika smoke, vanilla and nutmeg mixed with black currant and bramble. Medium body. ",2021-10-19T02:55:19.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.0,"This is a stunning red with depths of flavor, mainly dark fruit and hints of vanilla. It was in my Wine Advent Calendar I got, so something different. Will happily buy a full bottle if I come across this. ",2021-11-19T13:44:06.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.5,"Clean smell of mocha. Medium body, very dry, smooth and tending to soft. Slight notes of vanilla and is creamy. The ending is reminiscent of a fine scotch with its creaminess.",2021-12-06T18:56:03.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.0,Lovely! Smooth and fruity,2021-10-09T20:08:04.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.0,"Oak, plum, toasted vanilla. I really enjoyed this ultra smooth red",2021-12-29T09:18:29.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,3.5,"Blackcurrant, blueberries and cherries. Very fruit forward with some vanilla in the background. Very easy drinking and enjoyable by itself",2021-12-16T01:15:45.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.0,"Rich, dark and bang full of fruit flavour. First encounter with this excellent blend of 4 varieties and will not be the last.",2021-12-23T17:40:21.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,3.5,"Fruitdriven wine with some potential.  I personally miss the minerality, tannins and body to impress me! But definitively easy to drink wine.",2021-09-14T15:37:19.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.0,"Fruity and light. 
Very delicious. Low tannins. ",2021-12-17T01:29:17.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.5,"Delicious dark fruit juice compendium of 4 grapes, with smooth texture for easy drinking, just made for big meat BBQ. bring on the weather.
Hints of chocolate and liqourice on the palate. 4 ⭐Stars on value @ only £11",2021-06-21T12:33:51.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.0,"A hit from the Laithwaites calendar & by far the best so far. Deep, Deep red on the eye. Dark fruit on the nose leading to a blackcurrant hit on the palate. Smooth throughout & a bottle I would look to buy",2021-12-07T18:36:56.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.5,"Deep purple with a fruity nose and a lovely bright prune taste and a long finish. Sweeter than I usually prefer in a red, but dry on the backend and super drinkable when you’re looking for an easy going red. ",2021-12-16T00:37:46.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.0,Dark rich and well balanced great with a ribeye.,2021-10-14T00:04:47.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.0,smooth and fruity ,2022-01-16T16:33:41.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.0,Vanilla and plum. Very easy to drink - looking forward to the reserve bottle,2022-03-12T19:09:02.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.5,"Lovely deep reddish purple wine with berry aroma, vibrant, smooth plum, fruit forward notes with a dry finish.  Reminiscent of a Zinfandel.
",2021-12-16T00:56:40.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.0,"Fruity, smooth, bold and tannic ",2021-12-16T00:52:42.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,3.8,"Dark ruby in color, a little bit cloudy with purple edges. 
Nose: Bramberry and blueberry jam, hints of strawberry and sugarred rhubarbs. 
Palate: Very much complements the nose where strawbery/rhubarb marmelade dominates along with vanilla notes. It is smooth mand has a sweet primitivo feel. This is a crowd pleaser. 
Smooth medium long finish. ",2022-06-03T09:11:52.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,3.5,"Thought that this was really quite interesting. The nose has plenty of dark fruit discernible but, on the palate, it’s mainly mocha and chocolate. Full bodied.",2021-10-02T21:52:04.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.0,"Like a Chilean Diablo; rich chocolate and vanilla notes, but length ways drier on the palate with distinct taste of raspberries ",2022-05-01T19:22:59.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.0,"2020 opened in October 2022. Pungent and tannic to the nose, dark red and slightly purple color. Sweet note throughout, good overall for the money. ",2022-10-25T21:48:18.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.0,"Full-bodied, dark fruit… exceeded my expectations. A bottle of wine I opened for dinner and could have easily had on its own. I",2021-09-17T02:50:36.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.0,"Cherry and dark fruits on the nose with a blast of freshness and strawberry to taste, chocolate undertones and a big mouth feel. ",2021-06-03T19:53:17.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.0,"A lot of flavor. My first thoughts were mushroom, cherry and plum. A bit on the drier side. Reminds me of wine from southern Italy.",2021-10-08T17:58:33.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.5,"Cherry brandy nose and palate with some oak, vanilla and tobacco at the end- lots of sweetness, low acidity ",2022-02-12T18:24:57.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.0,"WSJ day 15: Smooth, syrup with cherry overtones. Uncomplicated.",2021-12-25T05:58:22.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.0,"Great nose, very powerful smell. The taste isn’t as powerful but really nice ",2021-08-04T20:23:54.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.0,"Really great fruity wine, not too complex and was great to just enjoy on its own. Laithwaites Wine",2022-03-25T19:50:30.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.5,"Oak, blackcurrant, plum, smooth vanilla, touch of bitter chocolate or coffee. Very easily drinkable and very fruity!",2022-04-29T18:41:33.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.5,Dark fruit. Jammy. First impression was black cherry and licorice. Maybe some vanilla. Definitely smooth finish. ,2022-02-11T01:11:03.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.0,"Fruity aroma, palate of blackberry, raspberry, coffee, and vanilla.  Very smooth and delicious.",2021-12-07T17:38:14.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.5,Yet another Portuguese amazing red for the most reasonable cost. Smooth - full body and an amazing flavour. Just incredible ,2021-08-29T19:55:01.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,3.5,"3.7 Deep purple in colour. Dark fruit and mocha on the nose. Medium bodied and medium dry. Blackberry, cherry and vanilla on the palate. A lingering finish with mild tannins and medium (+) acidity.",2021-09-06T00:44:00.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.9,"Slight minerality on the nose, taste is a subtle blackberry with a granite something…my husband says it’s like you’ve eaten blackberries standing in the chilly mist of a waterfall flowing over a granite rockface, lol. Sure. Agree.",2022-06-06T01:41:11.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,3.8,"Not a fav, but not bad either. Mid week quaffable solution. Enjoy! ",2022-10-20T18:18:32.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.0,"Blackcurrant, black cherry, dark chocolate, oak and a long smooth finish! Very nice!",2021-12-23T21:58:18.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,3.8,Fruity and easy to drink. Vanilla with bright red fruit. Finish is underwhelming but smooth. ,2022-08-03T21:50:21.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.5,"Almost full stars! Spice on the nose, full bodied. Black currant, raspberry jam, nutmeg, prune ",2022-04-23T22:26:45.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.0,"Would be better if the wolf was actively eating the falcon. 

Um, let it breathe.",2021-09-30T00:23:40.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.0,"Amazing smooth fruity red
",2022-02-19T19:40:48.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.5,"Nice Portuguese, dark ruby with a lot of blackberries hitting your palate at first sip and then a sense of vanilla. Plus good value for your money. ",2021-10-31T07:18:45.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.5,Yes lovely nice ok ,2021-06-11T20:15:47.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,3.9,"Fruity and smooth, more like a cab.  Flexible with pairings. cherry dark fruit",2022-08-21T21:26:39.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.5,A great aroma leads to a full body fruity extravaganza. Nearly a five star. ,2022-03-13T19:59:27.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.0,"Raspberry, vanilla, heavy in beginning and sweet finish",2022-01-09T04:13:12.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.5,Superb! Another big surprise,2021-12-16T05:37:09.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.5,Smooth and great taste,2022-02-02T21:30:42.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.5,Good wine. Pretty consistent,2021-08-20T21:54:51.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.0,Lovely wine it’s all been said here just buy some Laithwaites or Sunday times wine club ,2022-01-18T18:44:10.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.0,A little tangy but nice ,2021-12-06T19:31:02.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,4.0,"A full bodied wine with dark fruit on the nose and pallet, with vanilla hoving it a smooth finish. Very nice wine.",2021-08-25T16:00:32.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,3.0,"Contrary to other tasting notes for this wine, I found it simplistically fruit driven and little else. In the glass it has a slightly purple-red hue of youth (ok it is 2020) and the nose has the bubblegum red fruit I associate with carbonic maceration, as might be found in bottom end beaujolais. So the light body and softish fruit style didn't come as a surprise. I enjoy easy drinking party wines but this failed to deliver. So far off I may need to retry. ",2021-08-17T16:29:45.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
2020,2468359,3.0,"A fruit bomb! It’s like eating jam straight from the jar

Violet, blueish color

Vanilla! I can smell it with the glass more than a meter away. Dark fruit, chocolate, mint and some smoke

Bold, off dry, low acidity, some tannins…

Not my kind of wine and I don’t understand the high average score 🤷‍♂️

2,8⭐️
 
Next 🍷🍷",2022-02-13T17:28:56.000Z,Casal Branco,Lobo e Falcão Wolf & Falcon Tinto 2020,4.0,1734
