,내부온도관측치,내부습도관측치,CO2관측치,EC관측치,총추정광량,rate_match
2021-03-30,57.84866666,92.01773327,849.0186667,2.989944718,284.2817825,0.25
2021-03-31,50.93626653,102.6686667,890.8733333,3.100148778,284.3024099,0.35556
2021-04-01,50.50453316,108.0266667,849.3613333,3.113496607,284.3436645,0.31148
2021-04-02,50.80826669,107.4016,851.0173333,3.120345507,284.409672,0.2375
2021-04-03,50.86639977,108.1461333,862.6426667,3.12953263,284.1208893,0.36364
2021-04-04,50.43653314,107.3699999,834.12,3.144232023,284.2075241,0.27407
2021-04-05,50.21960003,105.2057333,859.9853333,3.170348551,284.1600813,0.18023
2021-04-06,54.11373311,105.8130666,903.5933333,3.146996216,284.1951477,0.15764
2021-04-07,56.30920002,105.1036,894.28,3.140453555,284.3230372,0.34894
2021-04-08,51.87173307,103.3502666,894.5373333,3.22759541,284.4612403,0.347
2021-04-09,52.66426657,103.2728,926.652,3.281549622,266.8130718,0.27166
2021-04-10,51.75013317,102.1349333,900.844,3.327187091,243.4541422,0.24494
2021-04-11,52.55053314,103.122,912.584,3.344532106,243.3764964,0.22041
2021-04-12,54.67826642,105.1957334,962.3946667,3.278725558,243.2589534,0.16606
2021-04-13,54.15599987,107.8279999,891.584,3.183045908,243.4056361,0.22037
2021-04-14,48.91006644,101.2121334,893.8293333,3.291966305,243.4353043,0.24532
2021-04-15,50.6433331,102.0690667,927.0306667,3.121838286,243.4050153,0.16279
2021-04-16,52.11546648,105.5864667,928.6586667,1.477952978,243.3462085,0.21941
2021-04-17,47.92786637,103.5061333,892.3853333,1.172837057,243.2009317,0.15292
2021-04-18,43.06733327,102.6753332,899.4653333,1.120659264,243.4692473,0.19707
2021-04-19,45.79800001,102.7313333,889.0253333,1.048660664,243.4039965,0.08039
2021-04-20,50.16519989,104.8717334,933.864,1.234906638,243.2119167,0.20802
2021-04-21,51.66466646,106.9724,998.732,0.869011286,243.4123528,0.05383
2021-04-22,51.15119981,108.2205333,966.76,0.574091313,243.413456,0.11741
2021-04-23,50.98026654,108.3765334,912.7906667,0.499904546,243.1564963,0.04981
2021-03-28,61.05273316,82.71373341,787.3566667,3.603657224,0,0.33333
2021-03-29,58.47626642,73.18073329,837.9713333,3.654839848,218.0226744,0.25
2021-03-30,58.61333315,65.86840007,821.0426667,3.661569347,284.2364024,0.7
2021-03-31,51.24479979,79.45706662,863.5893333,3.838287619,284.4653658,0.23529
2021-04-01,50.75139977,89.4492,833.312,3.858845259,291.8628032,0.38095
2021-04-02,50.91853308,107.2133333,828.3346667,3.866596777,284.3952329,0.2069
2021-04-03,50.76466641,108.2602667,822.4093333,3.872933313,284.4014211,0.25714
2021-04-04,50.50559984,107.3172,792.148,3.887258089,284.3498527,0.36364
2021-04-05,49.43106643,103.5769334,802.4693333,3.835130676,273.2420337,0.21667
2021-04-06,54.55106655,104.8986667,873.114,3.876147617,291.9040579,0.19178
2021-04-07,56.80653291,106.3804,837.708,3.835233527,284.2982844,0.63218
2021-04-08,52.35213313,104.3732001,839.1573333,3.915305307,284.2302142,0.28873
2021-04-09,52.97479974,103.0442,864.1333333,3.940040603,255.2095343,0.14208
2021-04-10,51.64693316,101.872,843.0693333,3.976181119,216.0360359,0.1866
2021-04-11,52.73253315,102.5002666,852.1893333,3.948666323,216.1207167,0.45565
2021-04-12,55.14506654,104.3202666,891.8453333,3.798253219,216.1880809,0.19945
2021-04-13,56.06519997,105.2484001,821.58,3.693239415,216.0617293,0.22864
2021-04-14,49.89999977,101.1565334,822.2866667,3.81790088,216.1792471,0.28571
2021-04-15,51.59826649,100.7717334,846.6066667,3.801574083,216.099886,0.26754
2021-04-16,53.55679991,103.7621333,853.6906667,3.710491639,216.1374359,0.21915
2021-04-17,48.46479985,101.9535999,821.412,2.541618098,216.0447368,0.18448
2021-04-18,42.75853315,100.4286666,838.912,2.827815655,216.1389141,0.23642
2021-04-19,45.84266639,100.6201333,810.6566667,3.671739602,216.1164405,0.14922
2021-04-20,51.23679976,101.9920666,846.688,3.441164608,216.4755547,0.26869
2021-04-21,52.88626647,104.6730666,903.7506667,2.187240749,216.0462228,0.15463
2021-04-22,52.21873307,106.4146666,884.9653333,0.17411665,216.0762253,0.05641
2021-04-23,52.13013308,106.2066667,826.1986667,0,216.1585287,0.10025
2021-03-26,50.36586637,55.88293331,1081.72,1.488741884,284.2611552,0
2021-03-27,54.66546644,83.18986679,1014.310667,2.944198079,284.1477049,1.5
2021-03-28,58.43453314,88.68639989,935.9413333,2.908387898,284.1600813,-0.2
2021-03-29,58.33439964,73.06853305,990.5066667,2.953185176,284.1394539,0.375
2021-03-30,58.9110666,65.40899997,967.652,2.946111577,284.3024099,0.54545
2021-03-31,51.25493319,78.17359985,1007.250667,3.071720301,284.2632179,0.29412
2021-04-01,50.8759998,87.55573322,959.1826667,3.074499724,284.2776571,0.18182
2021-04-02,50.99026626,96.09653332,957.5906667,3.081672053,284.1910223,0.46154
2021-04-03,51.62293322,107.3566666,961.6626667,3.097681386,284.2714689,0.28947
2021-04-04,51.45333298,109.5041332,928.0666667,3.115309503,284.3993583,0.30612
2021-04-05,51.65506618,96.90853345,959.168,3.144443492,284.3498527,0.1875
2021-04-06,56.50719972,91.44359996,1031.225333,3.114230336,283.2112239,0.13158
2021-04-07,59.45293326,93.08519999,1029.764,3.091589554,284.3436645,0.45349
2021-04-08,54.28986649,103.6122666,975.6413333,3.176804406,284.3085981,0.328
2021-04-09,54.13306653,104.2973334,1009.441333,3.226114314,255.4081856,0.31928
2021-04-10,52.58273323,106.8705998,983.4906667,3.265366546,216.0548552,0.22831
2021-04-11,53.83706657,105.6586667,1002.629333,3.253766504,215.9383394,0.14126
2021-04-12,56.50926662,105.6267334,1064.810667,3.245501909,216.011132,0.15309
2021-04-13,56.92786655,106.4579999,989.1466667,3.288980528,216.0470023,0.14972
2021-04-14,50.32866642,103.6317334,982.5053333,3.453818472,216.0934079,0.23833
2021-04-15,52.08399986,102.8730666,1033.244,3.46820257,216.1690532,0.19444
2021-04-16,54.51966649,104.6575333,1036.352,3.478064802,216.0238377,0.201
2021-04-17,49.40139986,101.7619334,985.616,3.638215077,216.1314189,0.20332
2021-04-18,42.9481331,100.0168001,977.9413333,3.80570214,216.0102939,0.15057
2021-04-19,46.14239976,99.75946668,966.3173333,3.786930401,215.9072243,0.13187
2021-04-20,51.68346647,101.0068,1029.057333,3.724572201,216.1046235,0.27891
2021-04-21,52.81333318,103.9218666,1111.406667,3.948607328,216.1056827,0.13389
2021-04-22,52.04206646,105.8705334,1079.981333,3.133179437,216.0088667,0.11808
2021-04-23,51.93266659,105.1070667,1018.456,0.624281286,216.1354735,0.10289
2021-03-26,51.34279985,47.45453334,937.2546667,1.571524524,284.2281515,1
2021-03-27,55.4202666,68.50440028,861.2626667,2.816623659,284.2941589,0.16667
2021-03-28,58.57999977,75.51093357,804.7026667,2.830550095,284.1868968,0.28571
2021-03-29,57.42106648,61.97306658,838.0593333,2.887708824,284.2343397,0.66667
2021-03-30,57.85706631,51.81053327,840.374,2.88922175,284.2260887,0.4
2021-03-31,50.81853316,67.84599989,878.2613333,3.030737678,284.3725428,0.19048
2021-04-01,50.168533,75.29213319,834.3533333,3.047678349,284.1580185,0.28
2021-04-02,50.49879953,82.3694663,826.684,3.055493708,284.4158602,0.21875
2021-04-03,50.32039961,97.33493333,830.036,3.066495472,284.3044726,0.30769
2021-04-04,50.03506669,98.92626673,801.1626667,3.079590114,284.2900335,0.15686
2021-04-05,50.04599964,80.4772001,832.1053333,3.108866902,284.285908,0.23729
2021-04-06,54.04479975,75.3225334,873.86,3.056952557,284.2446533,0.23288
2021-04-07,56.40626651,76.0662667,861.8213333,3.025712025,284.2632179,0.32222
2021-04-08,53.06759992,84.27840003,865.4386667,3.128119137,284.1992732,0.21849
2021-04-09,53.82013311,92.79680003,898.2186667,3.172044788,266.8842701,0.42069
2021-04-10,52.60226644,95.40866671,854.1786667,3.213941576,243.5415472,0.24757
2021-04-11,53.52746646,99.72306682,862.736,3.188101315,243.2882627,0.14397
2021-04-12,56.1683999,99.69706659,912.9586667,3.165428839,243.1960739,0.18367
2021-04-13,56.16759997,105.9497333,845.6506667,3.200301328,243.3839833,0.23276
2021-04-14,50.04439974,101.0229334,847.168,3.374979044,243.3904457,0.17949
2021-04-15,51.20386667,98.75040009,881.418,3.394080033,243.4695927,0.22332
2021-04-16,52.7463999,104.8170668,884.9346667,3.418305587,243.2437519,0.22132
2021-04-17,48.63866639,103.5357334,849.3293333,3.606574665,243.2758471,0.19577
2021-04-18,43.5652665,99.51460009,856.0693333,3.74766429,243.3998587,0.1604
2021-04-19,46.63853336,99.15560006,832.992,3.70818488,243.4147807,0.1449
2021-04-20,50.62346661,101.9996667,875.3746667,3.504421719,243.4088863,0.30558
2021-04-21,52.13026649,105.0337333,942.0906667,2.268603882,243.2661073,0.13329
2021-04-22,51.30593315,106.2654667,919.5066667,0.481131381,243.4129275,0.05346
2021-04-23,51.40493311,106.59,867.236,0,243.3564107,0.07692
2021-03-26,50.79006652,50.94848886,908.4115556,1.499149838,0,4
2021-03-27,54.11853335,74.35333316,842.7173333,2.935090858,343.0081715,0.4
2021-03-28,56.77439974,81.37666666,777.744,2.979386427,309.0936565,0.14286
2021-03-29,55.5147999,67.5078668,812.624,3.043011782,284.3106608,0.25
2021-03-30,56.12799972,55.75359992,819.5373333,3.046159757,284.3024099,0.2
2021-03-31,49.85753314,71.66393334,852.2013333,3.146174757,284.316849,0.41667
2021-04-01,49.20559981,79.1964001,811.9026667,3.157546112,284.3189117,0.17647
2021-04-02,49.32406618,87.92440017,805.9213333,3.166612093,284.3312881,0.2
2021-04-03,49.49306662,101.9830668,809.2573333,3.175320877,284.2900335,0.29167
2021-04-04,49.18559987,103.7849333,782.2306667,3.184029058,284.2157751,0.20968
2021-04-05,49.46413332,87.53133311,817.668,3.200278047,284.2714689,0.22667
2021-04-06,52.55733315,82.36813323,861.9933333,3.173270057,284.2694061,0.23913
2021-04-07,54.55339964,83.71653322,856.1666667,3.150831365,284.2755943,0.33333
2021-04-08,50.87359978,95.59413337,848.7333333,3.20148573,284.0920111,0.13816
2021-04-09,51.6958666,100.1154667,888.9133333,3.222976882,255.6645881,0.27168
2021-04-10,50.8234665,100.4981334,846.6093333,3.231982403,216.0754385,0.32273
2021-04-11,51.56379984,100.5202666,862.696,3.206660695,216.0320726,0.17526
2021-04-12,53.03586643,100.9916,904.0426667,3.188864572,216.1382217,0.23977
2021-04-13,52.4879999,106.9071999,840.3933333,3.208068618,216.1235017,0.20283
2021-04-14,48.23746646,101.546,843.1413333,3.310773054,215.9973943,0.2451
2021-04-15,49.91613323,100.6966667,877.0573333,3.340112123,216.1485169,0.18425
2021-04-16,50.74906652,105.4988001,877.7186667,3.37694377,216.0087601,0.20612
2021-04-17,47.40253322,103.6208001,839.0746667,3.494971658,216.0690187,0.14443
2021-04-18,43.19839969,100.2873333,844.7986667,3.556587676,216.1720993,0.16667
2021-04-19,45.85573308,100.6341333,825.8293333,3.541200217,216.0712567,0.16268
2021-04-20,49.56399986,102.6615333,869.7553333,3.495993467,215.9962343,0.20739
2021-04-21,50.60959984,105.0202667,932.7346667,2.796783993,216.0991594,0.13765
2021-04-22,50.16493322,106.7183999,907.4813333,0.799542504,216.1356901,0.06308
2021-04-23,50.35586641,106.4404666,856.1246667,0.000116081,215.9879443,-0.00973
2021-03-26,54.3375331,47.29793318,1014.454,1.531962044,0,0.41667
2021-03-27,59.21426636,71.80953359,937.7853333,2.686620532,0,0.23529
2021-03-28,61.97066637,80.23633318,859.8093333,2.762000758,0,0.14286
2021-03-29,60.91573321,69.12199973,895.8073333,2.841618036,236.3078947,0.16667
2021-03-30,61.22666638,61.60600019,890.1026667,2.830245611,284.3292254,0.32143
2021-03-31,53.66786643,73.62886662,939.156,3.018677778,284.3085981,0.21622
2021-04-01,53.51599984,82.03026666,899.0746667,3.04078664,284.4179229,0.28889
2021-04-02,53.61173334,91.33706671,892.172,3.059675466,284.2467161,0.22414
2021-04-03,53.49573345,104.5532668,897.5966667,3.070509469,284.2178378,0.16901
2021-04-04,52.98399981,105.9299999,870.8266667,3.088782162,284.3024099,0.22892
2021-04-05,52.91119994,95.52653342,894.608,3.120932061,284.4014211,0.20588
2021-04-06,57.54626639,93.35719986,933.028,3.049130431,284.285908,0.1626
2021-04-07,60.48026632,94.65693342,913.568,2.992359614,284.3106608,0.25175
2021-04-08,55.63386647,99.96973313,926.0133333,3.107284606,284.4055465,0.28492
2021-04-09,55.56679988,99.68906656,962.7773333,3.151549105,284.3457273,0.18696
2021-04-10,54.44639999,101.0145333,928.8546667,3.204657449,284.4179229,0.18681
2021-04-11,55.28393322,103.1581332,944.6093333,3.188331281,284.4736167,0.18827
2021-04-12,58.0190665,103.8822667,994.7373333,3.180895688,284.3622291,0.1974
2021-04-13,58.47159973,106.3730668,914.8613333,3.274532829,284.34779,0.20607
2021-04-14,51.8701331,103.5346667,918.316,3.581625244,284.3127235,0.20504
2021-04-15,52.70479974,103.6433332,969.5993333,3.270238295,284.2838453,0.20448
2021-04-16,54.1202665,105.8990667,958.1133333,3.022452415,284.1868968,0.21066
2021-04-17,49.81346647,103.3712,911.6986667,3.131667953,284.3127235,0.21494
2021-04-18,44.04106654,100.822,900.4586667,3.273847361,284.3354136,0.23252
2021-04-19,47.63239978,101.2458667,882.0266667,3.188434091,284.3395391,0.1784
2021-04-20,51.60053318,102.9869333,938.248,3.040676042,284.1291403,0.32599
2021-04-21,53.46839981,105.4421333,1008.668,3.082884171,284.3106608,0.14217
2021-04-22,52.44999984,107.3711999,983.0706667,3.260298839,284.3539782,0.08196
2021-04-23,52.32866644,106.3809334,924.6866667,3.600285056,284.4468012,0.1515
2021-03-26,53.25639986,46.67099999,1018.132667,1.150806017,1.961078933,0
2021-03-27,58.23546659,64.13946678,949.3306667,1.962524602,342.9923352,1.75
2021-03-28,60.7698666,78.2593334,888.668,2.03980769,308.9688399,0.27273
2021-03-29,59.01399978,74.82826669,911.2346667,2.136931963,284.2735316,-0.28571
2021-03-30,59.48373317,67.47573323,908.152,2.146105665,284.2343397,1.4
2021-03-31,51.56239985,80.23306665,959.6973333,2.301630981,284.2714689,0.125
2021-04-01,51.08319974,87.29000013,917.6613333,2.322510119,284.2446533,0.22222
2021-04-02,51.41673303,94.34226671,911.9066667,2.334434581,284.3622291,0.27273
2021-04-03,51.13493286,106.0301336,917.2466667,2.353063826,284.2570297,0.2619
2021-04-04,50.87919983,106.1557333,885.0053333,2.37902775,284.2281515,0.22642
2021-04-05,50.8577334,92.46493328,913.6493333,2.414636655,284.2302142,0.16923
2021-04-06,55.23199983,88.46666666,950.6373333,2.362357108,291.9453125,0.13158
2021-04-07,57.63213313,89.87213323,932.0813333,2.340683426,284.3127235,0.0814
2021-04-08,52.72346655,96.76213332,940.8693333,2.454009984,284.1868968,0.30108
2021-04-09,53.55346642,102.0870666,992.7046667,2.496230647,266.2334638,0.33058
2021-04-10,52.27053319,106.404,933.48,2.552172175,243.2705736,0.2795
2021-04-11,53.24919993,104.2606666,947.6,2.576306569,243.3574163,0.25728
2021-04-12,55.91053315,105.8490667,986.112,2.532470112,243.3468739,0.18919
2021-04-13,55.80039967,107.2949333,925.5373333,1.904819846,243.4305777,0.17857
2021-04-14,49.74893314,104.0218666,927.9873333,0.243148488,243.1807921,0.24518
2021-04-15,51.12773312,103.6449333,972.3846667,0,243.384453,0.19248
2021-04-16,52.66946644,105.2546666,963.7586667,0,243.3864771,0.27273
2021-04-17,48.5096664,102.7598666,926.228,0,243.1671829,0.18367
2021-04-18,43.29613323,101.9157334,936.5066667,0,243.3498562,0.21305
2021-04-19,46.50226677,101.4816001,920.418,0,243.4690383,0.18883
2021-04-20,50.37053312,103.0609333,965.1173333,0,243.3681083,0.30231
2021-04-21,51.83479975,105.62,1030.726667,0,243.2743532,0.23344
2021-04-22,51.02373317,106.9369334,1006.004,0,243.3853277,0.11749
2021-04-23,51.07479991,106.6250667,946.2853333,0,243.4898492,0.26974
2021-04-01,44.73146657,128.8621999,1218.365333,2.033629564,0,1.5
2021-04-02,45.22806663,134.3645999,1127.145333,2.023887011,0,1
2021-04-03,45.33953313,137.334133,1099.886,2.012429546,0,0.6
2021-04-04,44.76553332,139.2174,1043.814667,1.914598274,0,0.3125
2021-04-05,43.23666647,139.8322446,1039.299111,1.110978876,14.25876253,0.28571
2021-04-06,42.07506654,143.6184667,1355.450667,0.222501739,344.6522813,0.25926
2021-04-07,42.88466653,143.7452,1740.750667,0,344.5126237,0.20588
2021-04-08,43.63466651,143.7446666,1399.177333,0.985648969,344.7270834,0.2439
2021-04-09,42.26293329,143.4106665,1102.748,1.875088932,344.5852241,0.31373
2021-04-10,41.31273317,138.2577332,1047.562667,1.841310877,344.4618092,0.31343
2021-04-11,41.75946645,137.4633336,1049.912,1.806406655,344.7940776,0.26136
2021-04-12,40.00333326,139.8408002,1177.581333,1.789190605,307.2846435,0.17117
2021-04-13,42.51466655,143.6124,1144.993333,1.752423571,344.5911171,0.42308
2021-04-14,41.59479985,143.5013332,1404.312,1.716822901,344.6493927,0.35676
2021-04-15,40.69686644,144.1110669,1062.370667,1.672447346,344.7028049,0.28287
2021-04-16,40.92919981,146.5505333,1121.382667,1.606930337,344.696943,0.36335
2021-04-17,41.50933334,150.5476001,953.5506667,1.523306626,344.7095183,0.31891
2021-04-18,40.94133317,147.3797332,928.0493333,1.460688188,344.7002922,0.15889
2021-04-19,42.03266645,149.7140002,943.3746667,1.408081847,344.6447222,0.08048
2021-04-20,44.02013318,151.9402664,1174.371333,1.366624364,344.6497719,0.05379
2021-04-21,45.44093311,154.5189333,1379.021333,1.335745946,344.6228074,0.06152
2021-04-22,46.27333313,156.1201337,1138.424,1.314804311,344.5467916,0.03699
2021-04-23,44.75526643,152.5162667,976.4806667,1.305155501,344.6809154,0.02973
2021-04-24,44.66199986,152.8200001,976.3733333,1.297545862,344.5479373,-0.00115
2021-04-25,44.48126649,153.5789335,985.8173333,1.292142741,344.7241895,0.0104
2021-04-26,43.26226655,155.8752,1016.265333,1.290514338,344.5833791,-0.00915
2021-04-27,42.28346645,154.4940001,985.536,1.289959622,344.7386469,0
2021-04-28,43.1902665,151.7593333,983.128,1.291327985,342.9321569,0.01732
2021-04-29,44.89639985,154.2590666,980.1313333,1.294066915,344.5996179,-0.01022
2021-04-30,45.48706652,154.2616001,1002.084,1.306383232,344.5085568,-0.12729
2021-05-01,42.7027998,153.8298666,962.444,1.33666563,344.5257691,0.01971
2021-05-02,41.69506657,153.3651999,934.7546667,1.362951217,344.6400715,-0.02835
2021-05-03,42.23133312,154.0498665,957.6733333,1.387195442,344.7268657,-0.03846
2021-05-04,42.66719992,155.4083334,1073.268667,1.407418872,344.6189602,-0.08138
2021-05-05,43.86626652,156.6385333,956.9333333,1.421825112,344.6865515,-0.10661
2021-05-06,43.19193314,153.901333,989.8186667,1.444682001,344.7315563,-0.10084
2021-05-07,44.4917331,153.8267999,1163.058667,1.460183715,344.6413539,-0.03364
2021-05-08,43.91213317,154.2778667,983.1053333,1.484354258,344.6921211,-0.06576
2021-05-09,45.2425331,154.1454664,965.1746667,1.502487759,344.5658399,-0.11801
2021-05-10,42.87746651,154.5478661,991.6913333,1.532181411,344.8174777,-0.0892
2021-05-11,42.80653312,155.2863334,1019.658667,1.55189588,344.6976721,-0.08247
2021-05-12,44.50413318,155.2079999,1051.830667,1.563789756,344.8032758,0.07865
2021-05-13,46.87519988,154.8166669,1080.221333,1.549635761,344.6961219,-0.01042
2021-05-14,48.80719983,155.4221336,1080.524,1.477337816,344.6667628,-0.11842
2021-05-15,48.02799984,156.4624002,1066.730667,1.360720113,344.6106775,-0.2806
2021-05-16,48.44519988,157.3772,1032.4,1.0910648,344.6671365,0.05394
2021-05-17,45.94093313,156.9077333,993.64,0.835254879,344.6978931,0.33858
2021-04-06,43.57893321,92.66953341,829.5146667,1.789098884,344.7396245,1
2021-04-07,43.62306653,94.80373326,844.2426667,1.799091449,344.6188049,0.75
2021-04-08,43.59966652,97.13159996,719.9733333,1.804432547,344.6689453,0.35714
2021-04-09,43.5461332,94.55213331,813.9546667,1.807871017,344.8503469,0.36842
2021-04-10,43.55693323,90.6138666,752.708,1.80895085,344.6294586,0.34615
2021-04-11,43.54893324,99.93133336,836.9273333,1.807915571,344.6939274,0.31429
2021-04-12,43.98466654,112.4782668,849.236,1.801309138,344.5991347,0.26087
2021-04-13,44.31053321,119.3668001,767.6173333,1.789334125,344.5131655,0.2931
2021-04-14,44.29526656,113.5766665,768.632,1.7706304,344.7400189,0.38667
2021-04-15,44.30346654,112.1438664,758.0026667,1.744300004,344.7276482,0.29808
2021-04-16,44.27686656,114.0186001,734.398,1.706931937,344.6658572,0.27407
2021-04-17,44.17386661,90.94400003,709.788,1.662171904,344.4887243,0.27907
2021-04-18,44.14586657,95.30419996,723.1946667,1.620196423,344.6130732,0.36818
2021-04-19,44.24866655,126.3241332,749.6026667,1.563164496,344.4879257,0.32226
2021-04-20,44.19266655,124.6730667,747.1173333,1.480366945,344.7593861,0.15327
2021-04-21,44.25346656,138.6541334,825.3786667,1.393775486,344.6583114,0.22658
2021-04-22,44.22019987,144.1397334,807.092,1.307823435,344.7018531,0.12611
2021-04-23,44.11693317,139.3078665,765.056,1.203543307,344.5109468,0.07256
2021-04-24,44.04679987,135.1444001,761.6586667,1.113917549,344.5975552,0.07206
2021-04-25,43.92399989,119.9669334,769.3506667,1.064383288,344.5294043,0.02195
2021-04-26,44.12353327,133.0593331,807.792,1.052670975,344.5831996,0.0094
2021-04-27,44.20133325,144.5801333,802.964,1.046283205,344.8281944,0.0266
2021-04-28,44.19033322,141.8849332,798.0786667,1.039347219,344.6032704,0.00777
2021-04-29,44.07046657,132.4089333,772.1426667,1.009828114,344.4800814,-0.04113
2021-04-30,44.09826654,132.8125332,786.2546667,0.810038107,344.5901292,-0.0429
2021-05-01,44.11053318,138.6453333,797.5946667,0.370729323,344.6354764,-0.0028
2021-05-02,45.07399977,142.8853334,780.7893333,0.053977945,344.6043033,-0.01966
2021-05-03,45.27319991,150.2774667,815.4253333,0,344.5693927,-0.04728
2021-05-04,45.29480015,150.1734668,794.5093333,0,344.6434947,0
2021-05-05,45.35000012,139.2264001,763.36,0,344.693848,-0.16541
2021-05-06,45.37906664,138.3073333,800.96,0.197341223,344.5966776,-0.0955
2021-05-07,45.41173336,144.4279999,763.3626667,0.424955981,344.667046,-0.08765
2021-05-08,45.27706648,123.2306665,733.2293333,0.419902965,344.5596929,-0.12664
2021-05-09,45.2746663,100.7877333,732.3173333,0.422104072,344.6106541,-0.065
2021-05-10,45.499333,144.7122665,784.4706667,0.427116674,344.5561675,-0.09893
2021-05-11,45.48066654,152.3992001,853.128,0.428252461,344.7228962,-0.04154
2021-05-12,45.41319988,143.6157337,778.0026667,0.431935486,344.6241596,0.02786
2021-05-13,45.42960016,152.175467,789.828,0.437338773,344.6306553,0.00301
2021-05-14,45.46539977,154.6969334,773.5773333,0.439721236,344.6316268,-0.01802
2021-05-15,45.52359966,151.0450668,798.7586667,0.445924552,344.5003915,-0.05505
2021-05-16,45.47119975,154.5823999,785.772,0.456572568,344.6225217,-0.11003
2021-05-17,46.56339997,155.0814665,818.3873333,0.469348119,344.6936014,-0.02182
2021-04-17,40.90773319,108.7931998,1015.464,3.327501619,344.636312,0.33333
2021-04-18,40.22626658,102.9990668,989.7266667,3.406391301,344.5838562,0.5
2021-04-19,39.87106649,106.3754665,1011.605333,3.411690021,344.5499683,0.5
2021-04-20,41.94106654,111.7468,1054.109333,3.409942402,344.7077099,0.33333
2021-04-21,44.69799985,119.1727999,1047.433333,3.402417932,344.6843736,0.33333
2021-04-22,45.70613321,117.5033333,1031.416,3.399823133,344.673529,0.3125
2021-04-23,46.89986652,115.6408003,986.8066667,3.394040947,344.5886144,0.28571
2021-04-24,45.72533315,117.765067,1006.166667,3.404037794,344.6473572,0.22222
2021-04-25,45.45146651,126.7417337,1046.569333,3.415617254,344.5950718,0.30303
2021-04-26,44.84093317,125.3576,1017.441333,3.422615674,344.6156132,0.16279
2021-04-27,44.23586654,127.5491993,1024.942667,3.427260586,344.5948351,0.12
2021-04-28,44.3246664,130.1763997,1017.457333,3.424693292,344.7632551,0.23214
2021-04-29,43.62253324,131.9529331,1020.536,3.421026858,344.524498,0.24638
2021-04-30,43.45013324,134.6682666,986.944,3.41290269,344.6462885,0.23256
2021-05-01,41.00799994,137.6251999,986.36,3.405610642,344.6310311,0.20755
2021-05-02,41.61359983,140.9783999,1001.958667,3.387356556,344.6932967,0.42188
2021-05-03,41.8213332,143.1359999,1006.681333,3.357490196,344.6573514,0.23626
2021-05-04,43.56919987,145.2901334,972.5413333,3.319820791,344.582539,0.2
2021-05-05,42.3821332,147.8152001,943.5026667,3.273303343,344.5664191,0.25926
2021-05-06,42.81919989,147.4562666,1008.746667,14.11965223,335.7234344,0.17353
2021-05-07,42.94706653,148.7537335,938.3706667,38.25719971,280.2140724,0.23308
2021-05-08,44.08746653,149.0961333,919.2466667,39.67066656,280.2821426,0.21545
2021-05-09,44.01893313,148.7810667,931.3826667,39.70986646,280.3502128,0.20736
